0,03142_D20160630-T162918.657_00-0C-DF-06-40-BF.png,0,181,257,403,334,0.999991,-1,vertebrate,0.999991
1,03142_D20160630-T162918.657_00-0C-DF-06-40-BF.png,0,297,59,415,89,0.973552,-1,vertebrate,0.973552
2,03149_D20160630-T162921.356_00-0C-DF-06-40-BF.png,1,222,143,381,200,0.999998,-1,vertebrate,0.999998
4,03171_D20160630-T162929.936_00-0C-DF-06-40-BF.png,2,261,188,478,254,0.99999,-1,vertebrate,0.99999
5,03171_D20160630-T162929.936_00-0C-DF-06-40-BF.png,2,230,126,389,168,0.999907,-1,vertebrate,0.999907
6,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,193,280,347,335,0.999997,-1,vertebrate,0.999997
7,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,104,94,296,158,0.999995,-1,vertebrate,0.999995
8,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,152,356,360,407,0.999988,-1,vertebrate,0.999988
9,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,0,211,179,263,0.999979,-1,vertebrate,0.999979
10,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,408,93,543,132,0.219128,-1,vertebrate,0.219128
11,03180_D20160630-T162933.399_00-0C-DF-06-40-BF.png,3,272,113,344,139,0.00373708,-1,vertebrate,0.00373708
12,201503.20150517.120031315.99550.png,4,363,143,409,190,0.999934,-1,invertebrate,0.999934
13,201503.20150518.090447670.290048.png,5,537,105,542,118,0.00556784,-1,vertebrate,0.00556784
14,201503.20150518.090447670.290048.png,5,532,315,541,337,0.00231253,-1,invertebrate,0.00231253
15,201503.20150518.090447670.290048.png,5,538,372,542,385,0.00128701,-1,vertebrate,0.00128701
16,201503.20150518.090447670.290048.png,5,10,77,80,158,0.00108524,-1,vertebrate,0.00108524
17,201503.20150521.140543578.467498.png,6,429,90,487,142,0.0925207,-1,vertebrate,0.0925207
18,201503.20150521.140543578.467498.png,6,117,139,166,178,0.0378053,-1,invertebrate,0.0378053
19,201503.20150523.004112084.659897.png,7,47,346,84,376,0.975327,-1,invertebrate,0.975327
20,201503.20150523.004112084.659897.png,7,479,60,511,88,0.866803,-1,invertebrate,0.866803
21,201503.20150523.004112084.659897.png,7,332,70,409,141,0.670173,-1,invertebrate,0.670173
22,201503.20150523.004112084.659897.png,7,26,396,52,410,0.0843428,-1,vertebrate,0.0843428
23,201503.20150523.004112084.659897.png,7,233,263,265,290,0.0260553,-1,invertebrate,0.0260553
24,201503.20150523.004112084.659897.png,7,3,82,32,117,0.00308588,-1,invertebrate,0.00308588
25,201503.20150523.004112084.659897.png,7,347,362,413,401,0.0016152,-1,vertebrate,0.0016152
26,201503.20150528.041924715.189003.png,8,346,328,380,363,0.998574,-1,invertebrate,0.998574
27,201503.20150528.041924715.189003.png,8,216,159,274,209,0.673475,-1,vertebrate,0.673475
28,201503.20150528.041924715.189003.png,8,537,116,542,130,0.00655765,-1,vertebrate,0.00655765
29,201503.20150528.041924715.189003.png,8,537,140,542,154,0.00345405,-1,vertebrate,0.00345405
30,201503.20150528.090713303.292184.png,9,399,103,538,306,0.998863,-1,vertebrate,0.998863
31,201503.20150602.121638948.69084.png,10,440,137,453,153,0.310819,-1,vertebrate,0.310819
32,201503.20150602.121638948.69084.png,10,446,222,459,234,0.121318,-1,vertebrate,0.121318
33,201503.20150602.121638948.69084.png,10,281,231,319,255,0.00151538,-1,invertebrate,0.00151538
34,201503.20150617.190901379.212206.png,12,301,170,335,214,0.948747,-1,invertebrate,0.948747
35,201503.20150617.190901379.212206.png,12,116,35,140,64,0.929538,-1,invertebrate,0.929538
36,201503.20150617.190901379.212206.png,12,303,72,334,102,0.106144,-1,invertebrate,0.106144
37,201503.20150617.190901379.212206.png,12,3,11,28,34,0.0246343,-1,invertebrate,0.0246343
38,201503.20150617.190901379.212206.png,12,218,286,239,310,0.00273383,-1,invertebrate,0.00273383
39,20151019.200633.128.060102.png,13,386,213,460,245,0.999998,-1,vertebrate,0.999998
40,20151019.200633.128.060102.png,13,216,137,268,174,0.999997,-1,vertebrate,0.999997
41,20151019.200633.128.060102.png,13,204,25,217,45,0.999996,-1,vertebrate,0.999996
42,20151019.200633.128.060102.png,13,139,138,189,199,0.999186,-1,vertebrate,0.999186
43,20151019.200633.128.060102.png,13,169,124,190,160,0.241395,-1,vertebrate,0.241395
44,20151019.200633.128.060102.png,13,170,59,184,66,0.00457152,-1,vertebrate,0.00457152
45,20151019.200633.128.060102.png,13,204,76,218,85,0.00258007,-1,vertebrate,0.00258007
46,20151019.200633.128.060102.png,13,159,283,211,320,0.00188487,-1,vertebrate,0.00188487
